user_sequence,challenge
35753_12,CI23933
35753_13,CI23714
35756_11,CI24917
35756_12,CI23855
35756_13,CI23933
35758_11,CI23855
35758_12,CI23933
35758_13,CI23714
35760_11,CI24917
35760_12,CI23855
35760_13,CI24261
35761_11,CI23855
35761_12,CI23933
35761_13,CI23714
35765_11,CI23855
35765_12,CI23933
35765_13,CI23714
35766_11,CI23855
35766_12,CI23933
35766_13,CI23714
35771_11,CI24917
35771_12,CI24261
35771_13,CI23933
35774_11,CI23855
35774_12,CI23933
35774_13,CI23714
35776_11,CI23855
35776_12,CI23933
35776_13,CI23714
35777_11,CI26155
35777_12,CI26156
35777_13,CI26157
35780_11,CI24917
35780_12,CI24261
35780_13,CI23933
35783_11,CI23855
35783_12,CI23933
35783_13,CI23714
35790_11,CI23855
35790_12,CI24261
35790_13,CI23933
35791_11,CI24917
35791_12,CI23855
35791_13,CI24261
35793_11,CI24917
35793_12,CI23855
35793_13,CI24261
35800_11,CI23855
35800_12,CI23933
35800_13,CI23714
35803_11,CI23855
35803_12,CI23933
35803_13,CI23714
35805_11,CI23855
35805_12,CI23933
35805_13,CI23714
35810_11,CI24917
35810_12,CI25634
35810_13,CI25142
35815_11,CI24917
35815_12,CI23855
35815_13,CI23933
35822_11,CI26155
35822_12,CI26165
35822_13,CI26156
35824_11,CI28567
35824_12,CI28569
35824_13,CI28570
35827_11,CI24917
35827_12,CI23855
35827_13,CI24261
35831_11,CI24917
35831_12,CI23855
35831_13,CI23933
35833_11,CI24917
35833_12,CI23855
35833_13,CI24261
35837_11,CI24917
35837_12,CI23855
35837_13,CI24261
35838_11,CI26165
35838_12,CI26156
35838_13,CI26157
35844_11,CI24917
35844_12,CI23855
35844_13,CI24261
35845_11,CI24917
35845_12,CI23855
35845_13,CI24261
35847_11,CI23855
35847_12,CI24261
35847_13,CI23933
35854_11,CI24917
35854_12,CI24261
35854_13,CI23933
35859_11,CI23933
35859_12,CI27282
35859_13,CI25634
35863_11,CI24917
35863_12,CI23855
35863_13,CI24261
35865_11,CI24917
35865_12,CI23855
35865_13,CI23933
35867_11,CI24917
35867_12,CI23855
35867_13,CI24261
35868_11,CI26155
35868_12,CI26165
35868_13,CI26156
35870_11,CI24917
35870_12,CI23855
35870_13,CI24261
35872_11,CI24917
35872_12,CI23855
35872_13,CI24261
35874_11,CI24917
35874_12,CI23855
35874_13,CI24261
35875_11,CI24917
35875_12,CI23855
35875_13,CI24261
35876_11,CI24917
35876_12,CI23855
35876_13,CI24261
35877_11,CI24917
35877_12,CI23933
35877_13,CI23714
35879_11,CI23855
35879_12,CI24261
35879_13,CI23933
35880_11,CI24917
35880_12,CI24261
35880_13,CI23933
35885_11,CI24917
35885_12,CI23855
35885_13,CI24261
35888_11,CI24917
35888_12,CI23855
35888_13,CI24261
35892_11,CI26190
35892_12,CI26177
35892_13,CI26178
35895_11,CI24917
35895_12,CI23933
35895_13,CI23714
35896_11,CI27014
35896_12,CI27010
35896_13,CI27013
35897_11,CI27014
35897_12,CI27010
35897_13,CI26993
35900_11,CI26190
35900_12,CI26193
35900_13,CI26177
35901_11,CI24917
35901_12,CI23855
35901_13,CI24261
35902_11,CI24917
35902_12,CI23855
35902_13,CI24261
35904_11,CI24917
35904_12,CI23855
35904_13,CI24261
35906_11,CI24917
35906_12,CI24261
35906_13,CI23933
35910_11,CI24917
35910_12,CI23855
35910_13,CI24261
35912_11,CI24917
35912_12,CI23855
35912_13,CI24261
35915_11,CI24917
35915_12,CI23855
35915_13,CI24261
35918_11,CI24261
35918_12,CI23714
35918_13,CI27282
35927_11,CI24917
35927_12,CI23933
35927_13,CI23714
35928_11,CI23855
35928_12,CI23933
35928_13,CI23714
35930_11,CI24261
35930_12,CI23975
35930_13,CI23913
35932_11,CI24917
35932_12,CI23855
35932_13,CI24261
35935_11,CI24917
35935_12,CI23855
35935_13,CI24261
35937_11,CI24917
35937_12,CI23855
35937_13,CI24261
35939_11,CI24917
35939_12,CI23855
35939_13,CI24261
35941_11,CI27796
35941_12,CI27780
35941_13,CI27781
35942_11,CI23855
35942_12,CI24261
35942_13,CI23933
35943_11,CI24917
35943_12,CI23855
35943_13,CI24261
35945_11,CI27796
35945_12,CI27780
35945_13,CI27781
35946_11,CI27796
35946_12,CI27780
35946_13,CI27781
35948_11,CI24917
35948_12,CI23855
35948_13,CI24261
35949_11,CI27805
35949_12,CI27796
35949_13,CI27780
35952_11,CI27808
35952_12,CI27796
35952_13,CI27780
35953_11,CI27808
35953_12,CI27780
35953_13,CI27781
35955_11,CI24917
35955_12,CI23855
35955_13,CI23933
35956_11,CI24917
35956_12,CI27282
35956_13,CI25634
35959_11,CI23855
35959_12,CI24261
35959_13,CI23933
35962_11,CI24917
35962_12,CI23855
35962_13,CI24261
35963_11,CI27808
35963_12,CI27796
35963_13,CI27780
35966_11,CI24917
35966_12,CI23855
35966_13,CI23933
35967_11,CI23855
35967_12,CI24261
35967_13,CI23933
35979_11,CI24917
35979_12,CI23855
35979_13,CI24261
35980_11,CI24917
35980_12,CI24261
35980_13,CI23933
35988_11,CI24917
35988_12,CI24261
35988_13,CI23714
35989_11,CI26155
35989_12,CI26165
35989_13,CI26156
35991_11,CI24917
35991_12,CI24261
35991_13,CI23933
35993_11,CI24917
35993_12,CI23855
35993_13,CI24261
35996_11,CI27796
35996_12,CI27780
35996_13,CI27781
35998_11,CI24917
35998_12,CI23855
35998_13,CI24261
35999_11,CI24917
35999_12,CI23855
35999_13,CI24261
36000_11,CI27800
36000_12,CI27780
36000_13,CI27781
36011_11,CI23933
36011_12,CI27282
36011_13,CI25634
36018_11,CI24917
36018_12,CI23855
36018_13,CI23933
36019_11,CI24917
36019_12,CI23855
36019_13,CI24261
36023_11,CI24917
36023_12,CI23855
36023_13,CI24261
36024_11,CI27805
36024_12,CI27808
36024_13,CI27800
36028_11,CI24917
36028_12,CI23855
36028_13,CI24261
36029_11,CI23855
36029_12,CI24261
36029_13,CI23933
36031_11,CI24917
36031_12,CI23855
36031_13,CI23933
36039_11,CI24917
36039_12,CI23855
36039_13,CI24261
36040_11,CI24917
36040_12,CI23855
36040_13,CI24261
36043_11,CI27805
36043_12,CI27808
36043_13,CI27800
36044_11,CI27805
36044_12,CI27808
36044_13,CI27800
36046_11,CI24917
36046_12,CI23855
36046_13,CI24261
36049_11,CI24917
36049_12,CI24261
36049_13,CI23933
36053_11,CI27808
36053_12,CI27796
36053_13,CI27780
36056_11,CI24917
36056_12,CI23855
36056_13,CI24261
36057_11,CI27808
36057_12,CI27796
36057_13,CI27780
36063_11,CI27805
36063_12,CI27808
36063_13,CI27800
36065_11,CI24917
36065_12,CI23855
36065_13,CI24261
36066_11,CI27805
36066_12,CI27808
36066_13,CI27800
36077_11,CI24917
36077_12,CI23855
36077_13,CI24261
36078_11,CI24917
36078_12,CI23855
36078_13,CI23933
36086_11,CI24917
36086_12,CI23855
36086_13,CI24261
36089_11,CI23855
36089_12,CI24261
36089_13,CI23933
36092_11,CI24917
36092_12,CI23855
36092_13,CI24261
36095_11,CI24917
36095_12,CI25634
36095_13,CI25142
36096_11,CI24917
36096_12,CI23855
36096_13,CI23714
36098_11,CI23855
36098_12,CI24261
36098_13,CI23933
36099_11,CI24917
36099_12,CI23933
36099_13,CI23714
36100_11,CI24917
36100_12,CI23855
36100_13,CI24261
36101_11,CI24917
36101_12,CI23855
36101_13,CI24261
36106_11,CI24917
36106_12,CI23855
36106_13,CI24261
36107_11,CI24917
36107_12,CI25634
36107_13,CI25142
36108_11,CI24917
36108_12,CI23855
36108_13,CI24261
36109_11,CI24917
36109_12,CI23855
36109_13,CI24261
36110_11,CI24917
36110_12,CI24261
36110_13,CI23714
36113_11,CI24917
36113_12,CI23855
36113_13,CI23933
36116_11,CI24917
36116_12,CI23855
36116_13,CI24261
36117_11,CI24917
36117_12,CI23855
36117_13,CI23933
36118_11,CI24917
36118_12,CI23855
36118_13,CI24261
36121_11,CI24917
36121_12,CI23855
36121_13,CI24261
36122_11,CI24917
36122_12,CI23855
36122_13,CI23933
36127_11,CI23855
36127_12,CI24261
36127_13,CI23933
36130_11,CI26155
36130_12,CI26165
36130_13,CI26156
36134_11,CI24917
36134_12,CI23855
36134_13,CI24261
36140_11,CI24917
36140_12,CI23855
36140_13,CI27282
36147_11,CI24917
36147_12,CI23855
36147_13,CI24261
36149_11,CI24917
36149_12,CI23855
36149_13,CI24261
36153_11,CI24917
36153_12,CI23855
36153_13,CI24261
36158_11,CI24917
36158_12,CI24261
36158_13,CI23933
36165_11,CI26155
36165_12,CI26165
36165_13,CI26156
36168_11,CI23663
36168_12,CI24230
36168_13,CI27805
36173_11,CI26904
36173_12,CI26917
36173_13,CI26902
36175_11,CI24917
36175_12,CI23855
36175_13,CI24261
36178_11,CI24917
36178_12,CI23855
36178_13,CI24261
36179_11,CI24917
36179_12,CI24261
36179_13,CI23933
36180_11,CI24917
36180_12,CI25634
36180_13,CI25142
36183_11,CI24917
36183_12,CI23714
36183_13,CI27282
36187_11,CI24917
36187_12,CI23855
36187_13,CI24261
36190_11,CI27282
36190_12,CI26052
36190_13,CI25634
36193_11,CI23855
36193_12,CI24261
36193_13,CI23933
36195_11,CI24917
36195_12,CI24261
36195_13,CI23933
36197_11,CI24917
36197_12,CI23855
36197_13,CI24261
36201_11,CI26190
36201_12,CI26178
36201_13,CI26181
36202_11,CI23855
36202_12,CI24261
36202_13,CI23933
36213_11,CI27805
36213_12,CI27808
36213_13,CI27800
36223_11,CI26904
36223_12,CI26917
36223_13,CI26902
36227_11,CI26155
36227_12,CI26165
36227_13,CI26157
36230_11,CI24917
36230_12,CI23855
36230_13,CI24261
36235_11,CI24917
36235_12,CI23855
36235_13,CI23933
36239_11,CI24917
36239_12,CI24261
36239_13,CI23933
36241_11,CI26165
36241_12,CI26156
36241_13,CI26157
36244_11,CI23855
36244_12,CI24261
36244_13,CI23933
36247_11,CI26165
36247_12,CI26173
36247_13,CI26904
36248_11,CI23855
36248_12,CI23933
36248_13,CI23714
36249_11,CI26904
36249_12,CI26917
36249_13,CI26902
36253_11,CI23855
36253_12,CI24261
36253_13,CI23933
36255_11,CI24917
36255_12,CI24261
36255_13,CI23933
36259_11,CI23714
36259_12,CI27282
36259_13,CI26052
36264_11,CI24917
36264_12,CI24261
36264_13,CI23933
36265_11,CI26904
36265_12,CI26902
36265_13,CI26905
36267_11,CI23855
36267_12,CI24261
36267_13,CI23933
36269_11,CI26904
36269_12,CI26917
36269_13,CI26902
36272_11,CI26155
36272_12,CI26165
36272_13,CI26156
36273_11,CI24917
36273_12,CI23855
36273_13,CI24261
36280_11,CI24917
36280_12,CI23855
36280_13,CI24261
36283_11,CI26155
36283_12,CI26165
36283_13,CI26156
36285_11,CI26165
36285_12,CI26156
36285_13,CI26157
36291_11,CI24917
36291_12,CI23855
36291_13,CI24261
36292_11,CI26155
36292_12,CI26165
36292_13,CI26156
36294_11,CI24261
36294_12,CI23933
36294_13,CI23714
36301_11,CI24917
36301_12,CI23855
36301_13,CI23933
36302_11,CI24917
36302_12,CI23855
36302_13,CI24261
36304_11,CI26155
36304_12,CI26165
36304_13,CI26156
36306_11,CI24917
36306_12,CI23714
36306_13,CI27282
36307_11,CI26155
36307_12,CI26165
36307_13,CI26156
36310_11,CI24917
36310_12,CI23855
36310_13,CI24261
36312_11,CI24917
36312_12,CI23855
36312_13,CI24261
36317_11,CI24917
36317_12,CI23855
36317_13,CI24261
36318_11,CI24917
36318_12,CI23855
36318_13,CI24261
36320_11,CI26155
36320_12,CI26156
36320_13,CI26157
36321_11,CI24917
36321_12,CI23855
36321_13,CI24261
36324_11,CI24917
36324_12,CI23855
36324_13,CI24261
36325_11,CI24917
36325_12,CI23855
36325_13,CI24261
36327_11,CI24917
36327_12,CI23855
36327_13,CI24261
36329_11,CI24917
36329_12,CI24261
36329_13,CI23933
36331_11,CI24917
36331_12,CI23855
36331_13,CI23933
36332_11,CI24917
36332_12,CI23933
36332_13,CI23714
36335_11,CI24917
36335_12,CI23855
36335_13,CI24261
36339_11,CI24917
36339_12,CI24261
36339_13,CI23933
36342_11,CI24917
36342_12,CI24261
36342_13,CI23933
36343_11,CI24917
36343_12,CI23855
36343_13,CI24261
36345_11,CI26904
36345_12,CI26917
36345_13,CI26902
36350_11,CI26904
36350_12,CI26917
36350_13,CI26902
36353_11,CI24917
36353_12,CI23855
36353_13,CI24261
36355_11,CI26904
36355_12,CI26917
36355_13,CI26902
36360_11,CI27805
36360_12,CI27808
36360_13,CI27800
36371_11,CI24917
36371_12,CI23855
36371_13,CI24261
36374_11,CI26904
36374_12,CI26917
36374_13,CI26867
36383_11,CI24917
36383_12,CI23855
36383_13,CI24261
36384_11,CI24917
36384_12,CI23855
36384_13,CI24261
36387_11,CI24917
36387_12,CI25634
36387_13,CI25142
36391_11,CI24917
36391_12,CI23855
36391_13,CI24261
36393_11,CI24917
36393_12,CI25634
36393_13,CI25142
36404_11,CI24917
36404_12,CI23855
36404_13,CI24261
36406_11,CI28567
36406_12,CI28569
36406_13,CI28570
36407_11,CI27805
36407_12,CI27808
36407_13,CI27800
36409_11,CI23855
36409_12,CI27282
36409_13,CI26052
36413_11,CI24917
36413_12,CI25634
36413_13,CI25142
36415_11,CI24917
36415_12,CI23855
36415_13,CI24261
36416_11,CI24917
36416_12,CI25634
36416_13,CI25142
36418_11,CI23855
36418_12,CI24261
36418_13,CI23933
36419_11,CI27805
36419_12,CI27808
36419_13,CI27780
36420_11,CI26904
36420_12,CI26917
36420_13,CI26867
36431_11,CI24917
36431_12,CI23855
36431_13,CI24261
36432_11,CI27805
36432_12,CI27808
36432_13,CI27800
36437_11,CI24917
36437_12,CI27282
36437_13,CI26052
36441_11,CI23855
36441_12,CI24261
36441_13,CI23933
36442_11,CI23855
36442_12,CI24261
36442_13,CI23933
36445_11,CI24917
36445_12,CI23855
36445_13,CI24261
36446_11,CI24917
36446_12,CI23855
36446_13,CI23933
36455_11,CI24917
36455_12,CI23855
36455_13,CI24261
36456_11,CI24261
36456_12,CI23933
36456_13,CI23714
36461_11,CI24261
36461_12,CI23975
36461_13,CI26955
36463_11,CI24917
36463_12,CI24261
36463_13,CI23933
36469_11,CI24917
36469_12,CI27282
36469_13,CI26052
36470_11,CI27805
36470_12,CI27808
36470_13,CI27800
36471_11,CI27805
36471_12,CI27808
36471_13,CI27800
36472_11,CI24917
36472_12,CI24261
36472_13,CI23933
36477_11,CI27805
36477_12,CI27808
36477_13,CI27781
36479_11,CI24917
36479_12,CI24261
36479_13,CI23933
36483_11,CI23855
36483_12,CI24261
36483_13,CI23933
36484_11,CI26904
36484_12,CI26917
36484_13,CI26902
36485_11,CI26904
36485_12,CI26917
36485_13,CI26902
36490_11,CI23855
36490_12,CI24261
36490_13,CI23933
36493_11,CI26155
36493_12,CI26165
36493_13,CI26156
36495_11,CI24917
36495_12,CI23855
36495_13,CI24261
36498_11,CI24917
36498_12,CI23855
36498_13,CI24261
36499_11,CI24917
36499_12,CI23855
36499_13,CI24261
36502_11,CI24917
36502_12,CI23855
36502_13,CI24261
36505_11,CI26176
36505_12,CI26190
36505_13,CI26177
36507_11,CI24917
36507_12,CI23855
36507_13,CI24261
36516_11,CI24917
36516_12,CI24261
36516_13,CI23714
36521_11,CI24917
36521_12,CI23855
36521_13,CI24261
36526_11,CI24917
36526_12,CI23855
36526_13,CI24261
36530_11,CI24261
36530_12,CI27282
36530_13,CI26052
36535_11,CI24917
36535_12,CI23855
36535_13,CI24261
36538_11,CI24917
36538_12,CI23855
36538_13,CI24261
36539_11,CI26176
36539_12,CI26190
36539_13,CI26177
36546_11,CI26439
36546_12,CI27207
36546_13,CI27300
36549_11,CI24917
36549_12,CI23855
36549_13,CI23933
36550_11,CI23855
36550_12,CI23933
36550_13,CI23612
36560_11,CI24917
36560_12,CI23855
36560_13,CI24261
36562_11,CI24917
36562_12,CI23855
36562_13,CI24261
36564_11,CI23855
36564_12,CI24261
36564_13,CI23933
36567_11,CI24917
36567_12,CI24261
36567_13,CI23714
36568_11,CI24917
36568_12,CI23855
36568_13,CI24261
36569_11,CI24917
36569_12,CI24261
36569_13,CI23933
36570_11,CI24917
36570_12,CI24261
36570_13,CI23933
36573_11,CI24917
36573_12,CI24261
36573_13,CI23933
36576_11,CI24917
36576_12,CI25634
36576_13,CI25142
36577_11,CI24917
36577_12,CI23855
36577_13,CI24261
36578_11,CI24917
36578_12,CI24261
36578_13,CI23714
36580_11,CI28567
36580_12,CI28569
36580_13,CI28570
36583_11,CI24917
36583_12,CI23855
36583_13,CI24261
36584_11,CI26176
36584_12,CI26190
36584_13,CI26193
36585_11,CI24917
36585_12,CI23855
36585_13,CI24261
36586_11,CI26176
36586_12,CI26190
36586_13,CI26177
36589_11,CI23855
36589_12,CI24261
36589_13,CI23933
36593_11,CI24917
36593_12,CI23855
36593_13,CI24261
36595_11,CI24917
36595_12,CI23855
36595_13,CI24261
36597_11,CI26155
36597_12,CI26165
36597_13,CI26156
36598_11,CI24917
36598_12,CI23855
36598_13,CI24261
36601_11,CI24917
36601_12,CI24261
36601_13,CI23933
36602_11,CI24917
36602_12,CI23855
36602_13,CI24261
36608_11,CI24917
36608_12,CI23855
36608_13,CI24261
36621_11,CI26176
36621_12,CI26190
36621_13,CI26193
36622_11,CI24917
36622_12,CI23855
36622_13,CI24261
36625_11,CI24917
36625_12,CI23855
36625_13,CI24261
36628_11,CI26176
36628_12,CI26190
36628_13,CI26177
36631_11,CI23663
36631_12,CI24230
36631_13,CI27805
36637_11,CI24917
36637_12,CI23855
36637_13,CI24261
36638_11,CI26176
36638_12,CI26193
36638_13,CI26177
36642_11,CI24917
36642_12,CI23855
36642_13,CI24261
36645_11,CI26904
36645_12,CI26917
36645_13,CI26902
36647_11,CI24917
36647_12,CI23855
36647_13,CI24261
36648_11,CI24917
36648_12,CI24261
36648_13,CI23933
36652_11,CI24917
36652_12,CI23855
36652_13,CI24261
36653_11,CI26904
36653_12,CI26902
36653_13,CI26903
36654_11,CI24917
36654_12,CI24261
36654_13,CI23933
36657_11,CI24917
36657_12,CI23855
36657_13,CI23933
36659_11,CI24917
36659_12,CI23855
36659_13,CI24261
36663_11,CI26176
36663_12,CI26190
36663_13,CI26193
36665_11,CI24917
36665_12,CI23855
36665_13,CI24261
36667_11,CI26176
36667_12,CI26190
36667_13,CI26193
36668_11,CI24917
36668_12,CI24261
36668_13,CI23933
36669_11,CI26904
36669_12,CI26917
36669_13,CI26902
36671_11,CI24917
36671_12,CI23855
36671_13,CI24261
36672_11,CI24917
36672_12,CI23855
36672_13,CI24261
36673_11,CI24917
36673_12,CI23855
36673_13,CI24261
36675_11,CI24917
36675_12,CI23855
36675_13,CI24261
36677_11,CI24917
36677_12,CI23855
36677_13,CI24261
36680_11,CI24917
36680_12,CI23855
36680_13,CI24261
36684_11,CI24917
36684_12,CI23855
36684_13,CI24261
36685_11,CI24917
36685_12,CI23855
36685_13,CI24261
36687_11,CI24917
36687_12,CI23855
36687_13,CI24261
36691_11,CI24917
36691_12,CI23855
36691_13,CI24261
36692_11,CI27282
36692_12,CI26052
36692_13,CI25727
36694_11,CI24917
36694_12,CI23855
36694_13,CI24261
36697_11,CI24917
36697_12,CI23855
36697_13,CI24261
36699_11,CI24917
36699_12,CI23855
36699_13,CI24261
36703_11,CI24917
36703_12,CI23855
36703_13,CI24261
36704_11,CI27282
36704_12,CI26052
36704_13,CI25727
36706_11,CI24917
36706_12,CI23855
36706_13,CI23933
36707_11,CI24917
36707_12,CI23855
36707_13,CI24261
36708_11,CI24917
36708_12,CI23855
36708_13,CI24261
36709_11,CI23855
36709_12,CI24261
36709_13,CI23933
36712_11,CI24917
36712_12,CI23855
36712_13,CI24261
36714_11,CI24917
36714_12,CI23855
36714_13,CI24261
36723_11,CI23855
36723_12,CI24261
36723_13,CI23933
36730_11,CI23855
36730_12,CI24261
36730_13,CI23933
36731_11,CI24917
36731_12,CI23855
36731_13,CI24261
36739_11,CI24917
36739_12,CI23855
36739_13,CI23933
36740_11,CI24917
36740_12,CI23855
36740_13,CI24261
36741_11,CI24917
36741_12,CI27282
36741_13,CI25634
36742_11,CI24917
36742_12,CI23855
36742_13,CI23933
36743_11,CI24917
36743_12,CI23855
36743_13,CI24261
36746_11,CI24917
36746_12,CI23855
36746_13,CI24261
36749_11,CI28567
36749_12,CI28569
36749_13,CI28570
36752_11,CI24917
36752_12,CI23855
36752_13,CI24261
36753_11,CI24917
36753_12,CI23855
36753_13,CI24261
36756_11,CI24917
36756_12,CI23855
36756_13,CI23933
36757_11,CI26176
36757_12,CI26190
36757_13,CI26193
36758_11,CI24917
36758_12,CI23855
36758_13,CI24261
36762_11,CI27282
36762_12,CI26052
36762_13,CI25727
36763_11,CI24917
36763_12,CI23855
36763_13,CI24261
36773_11,CI24917
36773_12,CI23855
36773_13,CI24261
36777_11,CI24917
36777_12,CI23855
36777_13,CI24261
36778_11,CI27014
36778_12,CI26984
36778_13,CI27010
36779_11,CI24917
36779_12,CI24261
36779_13,CI23933
36780_11,CI24917
36780_12,CI23855
36780_13,CI24261
36782_11,CI24917
36782_12,CI23855
36782_13,CI23933
36784_11,CI23855
36784_12,CI24261
36784_13,CI23933
36785_11,CI24917
36785_12,CI23855
36785_13,CI24261
36788_11,CI24917
36788_12,CI23855
36788_13,CI24261
36791_11,CI26176
36791_12,CI26193
36791_13,CI26177
36793_11,CI24917
36793_12,CI23855
36793_13,CI24261
36795_11,CI26176
36795_12,CI26190
36795_13,CI26193
36801_11,CI27014
36801_12,CI26984
36801_13,CI27010
36802_11,CI26176
36802_12,CI26190
36802_13,CI26193
36806_11,CI24917
36806_12,CI24261
36806_13,CI23933
36810_11,CI24917
36810_12,CI23855
36810_13,CI24261
36811_11,CI24917
36811_12,CI23855
36811_13,CI23933
36813_11,CI24917
36813_12,CI23855
36813_13,CI24261
36816_11,CI24917
